feature_id,epic,module,feature_name,stakeholder,priority,status,complexity,dependencies,acceptance_criteria,api_artifacts,db_artifacts,ui_artifacts,worker_artifacts,observability_artifacts,test_unit,test_integration,test_e2e,demo_supported,demo_notes,security_risk,compliance_impact,owner,target_release,sprint,notes
F-078,Search & Ranking,search,Search relevance explainability panel,Employer|Agency,P3,NOT_STARTED,M,F-047,UI explains top ranking factors for each match result,GET /v1/candidates/match/:id/explain,match_explanations,Explainability drawer,,trace.match.explain;metrics.match.explain_views,true,true,true,true,Demo uses synthetic factor weights,Low,Medium,Backend+Frontend,R4,S12,
F-079,Employer Ops,employer,Candidate shortlist management,Employer|Agency,P1,NOT_STARTED,S,F-033,Employers can save/remove candidates to shortlist with notes,POST/DELETE /v1/shortlists/:id/items,shortlists;shortlist_items,Shortlist UI,,trace.shortlist.update,true,true,true,true,Demo shortlists pre-populated,Low,Low,Backend+Frontend,R2,S6,
F-080,Employer Ops,employer,Candidate comparison workspace,Employer|Agency,P2,NOT_STARTED,M,F-079,Users can compare shortlisted candidates side-by-side on key attributes,GET /v1/shortlists/:id/compare,shortlist_items,Candidate compare view,,trace.shortlist.compare;metrics.compare.usage,true,true,true,true,Demo includes comparison cards,Low,Low,Frontend+Backend,R3,S10,
F-081,Employer Ops,employer,Role blueprint composer,Employer|Agency,P2,NOT_STARTED,M,F-011,Job creation supports structured must-have/nice-to-have rubric sections,POST/PATCH /v1/jobs/:id/blueprint,job_blueprints,Role blueprint editor,,trace.jobs.blueprint,true,true,true,true,Demo includes templates,Low,Low,Backend+Frontend,R3,S10,
F-082,Employer Ops,employer,Hiring team assignment and permissions,Employer|Agency,P1,NOT_STARTED,M,F-004,Roles can be assigned per requisition with scoped actions,POST /v1/jobs/:id/team,job_team_assignments,Team assignment UI,,trace.jobs.team;audit.jobs,true,true,true,true,Demo team seeded with restricted roles,Medium,Medium,Backend+Frontend,R2,S7,
F-083,Employer Ops,employer,Interviewer load balancing suggestions,Employer|Agency,P3,NOT_STARTED,M,F-082,System suggests interviewer assignments based on load and expertise,GET /v1/interviewers/suggestions,interviewer_load_snapshots,Scheduler suggestions UI,load snapshot worker,metrics.interviewer.load;trace.scheduler.suggest,true,true,true,false,Demo uses synthetic loads,Low,Low,Backend+Frontend,R5,S14,
F-084,Candidate Experience,candidate,Application status transparency center,Candidate,P1,NOT_STARTED,M,F-014,Candidate sees stage expected next step and owner-visible timestamps,GET /v1/candidate/applications/status,applications;application_stage_events,Candidate status center,,trace.candidate.status;metrics.status_views,true,true,true,true,Demo fully enabled,Low,Low,Backend+Frontend,R2,S7,
F-085,Candidate Experience,candidate,Interview agenda and prep packet,Candidate,P2,NOT_STARTED,S,F-019,Candidate receives structured agenda and prep info before interviews,GET /v1/meetings/:id/prep,meeting_prep_packets,Prep packet UI,prep packet sender job,trace.meeting.prep;metrics.prep.open_rate,true,true,true,true,Demo includes sample prep packets,Low,Low,Backend+Frontend,R3,S9,
F-086,Candidate Experience,candidate,Candidate feedback request workflow,Candidate,P3,NOT_STARTED,M,F-073,Candidate can request feedback subject to employer policy and timing,POST /v1/applications/:id/feedback-request,feedback_requests,Feedback request UI,feedback reminder job,trace.feedback.request;metrics.feedback.fulfillment,true,true,true,true,Demo responses are synthetic only,Low,Medium,Backend+Frontend,R5,S13,
F-087,Candidate Experience,candidate,Offer comparison workspace,Candidate,P3,NOT_STARTED,M,F-073,Candidate can compare offers with configurable dimensions and notes,POST/GET /v1/candidate/offers/compare,offer_comparisons,Offer compare UI,,trace.offer.compare;metrics.offer.compare_usage,true,true,true,false,Demo uses sample offer objects,Low,Low,Frontend+Backend,R5,S14,
F-088,Notifications,notifications,Notification templates and localization keys,Internal,P2,NOT_STARTED,M,F-042,Template catalog supports channel-specific content and localization tokens,GET/POST /v1/internal/notification-templates,notification_templates,Template admin UI,template cache warmer,trace.notifications.templates,true,true,true,false,Demo uses fixed locale subset,Low,Low,Backend+Ops,R4,S11,
F-089,Notifications,notifications,Digest notifications (daily/weekly),Employer|Agency,P3,NOT_STARTED,M,F-042,Users can receive digest summaries with opt-in controls,POST/PATCH /v1/notifications/digest,notification_digest_prefs,Digest settings UI,digest compiler worker,metrics.digest.send;trace.digest.build,true,true,true,false,Demo sends in-app only digests,Low,Low,Backend+Frontend,R5,S14,
F-090,Billing,billing,Invoice history and download links,Employer|Agency,P2,NOT_STARTED,S,F-028,Users can list and access invoice artifacts securely,GET /v1/billing/invoices,invoices,Invoice history UI,,trace.billing.invoices,true,true,true,true,Demo invoices are synthetic PDFs,Medium,Medium,Backend+Frontend,R3,S10,
F-091,Billing,billing,Proration handling on plan changes,Employer|Agency,P2,NOT_STARTED,M,F-028,Upgrade/downgrade computes proration correctly and auditable,PATCH /v1/billing/subscriptions/:id,subscriptions;payment_events,Billing change confirmation UI,billing reconciliation worker,trace.billing.proration;metrics.billing.adjustments,true,true,true,false,Demo shows calculation preview only,Medium,High,Backend+Frontend,R4,S11,
F-092,Billing,billing,Dunning/retry state machine,Employer|Agency,P2,NOT_STARTED,M,F-028,Failed payment retries follow policy with grace periods and notifications,,payment_events;subscriptions,Billing status banners,dunning worker,metrics.billing.dunning;trace.billing.retry,true,true,true,false,Demo simulates payment failures,Medium,High,Backend+Frontend,R4,S12,
F-093,Security & Reliability,security,Webhook signature verification (Stripe),Internal,P0,NOT_STARTED,S,F-028,Incoming webhooks require valid signature and replay protection,POST /v1/billing/webhooks/stripe,webhook_events,,webhook verifier worker,trace.webhook.verify;security.webhook,true,true,true,false,,High,High,Backend,R1,S3,
F-094,Security & Reliability,security,Session anomaly detection,Candidate|Employer,P2,NOT_STARTED,M,F-002,Suspicious session behavior flagged for step-up auth and audit,,security_events,Security center alerts,risk scoring worker,metrics.security.anomaly;trace.security.risk,true,true,true,false,Demo uses synthetic alerts,Medium,High,Backend+Frontend,R4,S12,
F-095,Security & Reliability,security,IP/device-based risk scoring,Candidate|Employer,P3,NOT_STARTED,L,F-094,Risk score influences auth challenges and sensitive action gates,,security_events,Security event details,risk enrichment worker,metrics.security.risk_dist,true,true,true,false,Demo includes mock scores,Medium,High,Backend,R5,S15,
F-096,Security & Reliability,compliance,Data retention policy engine,Internal,P1,NOT_STARTED,M,F-031,Retention rules can archive/purge eligible records per policy and tenant,,retention_policies;audit_events,Retention policy UI,retention executor worker,trace.retention.run;audit.retention,true,true,true,false,,Medium,High,Backend+Ops,R3,S9,
F-097,Security & Reliability,compliance,Legal hold support for records,Enterprise,P2,NOT_STARTED,M,F-096,Legal hold prevents purge and provides auditable hold scope lifecycle,POST /v1/compliance/legal-holds,legal_holds,Legal hold admin UI,hold enforcement worker,trace.legal_hold;metrics.legal_hold,true,true,true,false,,Medium,High,Backend+Frontend,R4,S12,
F-098,Security & Reliability,compliance,Data export package (tenant scoped),Enterprise,P2,NOT_STARTED,M,F-031,Authorized admin can export tenant-scoped auditable data bundle,POST /v1/compliance/export-jobs,export_jobs,Export jobs UI,export builder worker,trace.export.job;metrics.export.duration,true,true,true,false,Demo exports synthetic datasets only,Medium,High,Backend+Frontend,R4,S12,
F-099,Observability,observability,SLO dashboard baseline,Internal,P1,NOT_STARTED,S,F-038,Dashboards expose API latency error rate queue health and reminder success,,slo_snapshots,Ops SLO dashboard,slo rollup worker,metrics.slo.*;alerts.slo,true,true,false,false,,Low,Medium,Ops,R2,S5,
F-100,Observability,observability,Business KPIs telemetry,Internal,P2,NOT_STARTED,M,F-046,KPIs tracked: conversion response SLAs stage velocity demo-to-signup,GET /v1/analytics/kpis,kpi_snapshots,KPI dashboard,kpi rollup worker,metrics.kpi.*;trace.analytics,true,true,true,true,Demo KPI stream separated by sandbox tag,Low,Low,Backend+Frontend,R3,S10,
F-101,Demo Platform,demo,Role-based demo tours,Visitor,P2,NOT_STARTED,S,F-036,Each demo role has guided tour steps with completion tracking,GET /v1/demo/tours,demo_tour_events,Demo tour overlays,,trace.demo.tour;metrics.demo.tour_completion,true,true,true,true,Candidate/Employer/Agency tours,Low,Low,Frontend,R3,S8,
F-102,Demo Platform,demo,Demo dataset versioning,Internal,P1,NOT_STARTED,S,F-037,Demo seed versions are versioned and rollbackable with metadata,,demo_seed_versions,Demo admin panel,demo seed manager worker,trace.demo.seed_version,true,true,true,false,,Low,Low,Backend+Ops,R2,S6,
F-103,Demo Platform,demo,Demo action guardrails,Visitor,P0,NOT_STARTED,S,F-036,Dangerous actions are sandboxed and clearly labeled with no external side effects,,demo_action_events,Demo warning banners,guardrail enforcement worker,trace.demo.guardrail;security.demo,true,true,true,true,No real emails/payments/webhooks in demo,Medium,Low,Backend+Frontend,R1,S3,
F-104,Platform Flags,flags,Tenant-scoped feature rollout rules,Internal,P1,NOT_STARTED,S,F-048,Flags can target tenant plan role and percentage rollouts,GET /v1/flags,feature_flag_rules,Flag diagnostics panel,,trace.flags.rules;metrics.flags.hit,true,true,true,true,Demo uses separate flag namespace,Low,Low,Backend+Frontend,R2,S6,
F-105,Platform Flags,flags,Safe fallback when flag provider unavailable,Internal,P1,NOT_STARTED,S,F-104,System defaults to safe values and logs degraded mode events,,flag_fallback_events,,fallback monitor worker,trace.flags.fallback;alerts.flags,true,true,false,false,,Low,Medium,Backend,R2,S6,
F-106,Keyboard UX,shortcuts,Shortcut cheat-sheet modal,All,P2,NOT_STARTED,S,F-034,Users can open shortcut help and search by action/category,,command_palette_events,Shortcut help modal,,metrics.shortcuts.help_open,true,true,true,true,Demo opens on first session,Low,Low,Frontend,R3,S8,
F-107,Keyboard UX,shortcuts,Shortcut conflict resolver UI,All,P2,NOT_STARTED,M,F-035,UI prevents duplicate bindings within same scope and shows resolution actions,GET/PATCH /v1/shortcuts,shortcut_bindings,Shortcut conflict UI,,trace.shortcuts.conflicts,true,true,true,true,Demo allows temporary remaps,Low,Low,Frontend+Backend,R3,S9,
F-108,Keyboard UX,shortcuts,Context-aware command actions,All,P2,NOT_STARTED,M,F-034,Palette actions adapt by role and page context with permission checks,GET /v1/commands,command_registry,Dynamic command palette,command cache job,trace.commands.invoke;metrics.commands.use,true,true,true,true,Demo includes curated action list,Low,Low,Backend+Frontend,R3,S9,
F-109,UX & Accessibility,accessibility,Dialog focus trap and return focus,All,P0,NOT_STARTED,S,F-041,All modal/drawer components trap focus and restore trigger focus on close,,,UI primitive updates,,trace.a11y.dialog_focus,true,true,true,true,Demo validated via e2e keyboard tests,Low,Medium,Frontend,R1,S2,
F-110,UX & Accessibility,accessibility,ARIA labeling and form associations,All,P0,NOT_STARTED,S,F-041,Inputs/controls have programmatic labels and accessible descriptions,,,Global form components,,trace.a11y.form_labels,true,true,true,true,Demo included in a11y suite,Low,Medium,Frontend,R1,S2,
F-111,UX & Accessibility,accessibility,Reduced-motion compliance,All,P1,NOT_STARTED,S,F-041,Animations respect reduced-motion setting across GSAP and Motion,,,Motion system settings,,trace.ui.reduced_motion,true,true,true,true,Demo toggle shown in settings,Low,Low,Frontend,R2,S5,
F-112,UX & Accessibility,localization,Locale-safe date/time formatting,All,P1,NOT_STARTED,S,F-051,All scheduling times render with locale+timezone correctness,,,DateTime UI helpers,,trace.i18n.datetime,true,true,true,true,Demo supports en-US baseline,Low,Low,Frontend,R2,S5,
F-113,Performance,frontend,Route-level code splitting and suspense boundaries,All,P1,NOT_STARTED,M,F-040,Heavy pages split correctly with loading states and no hydration regressions,,,Route wrappers,,metrics.web.vitals;trace.ui.suspense,true,true,true,true,Demo includes perf budget checks,Low,Low,Frontend,R2,S6,
F-114,Performance,backend,Read/write DB split strategy,Internal,P2,NOT_STARTED,M,F-099,Read-heavy queries can route to replicas with consistency-safe fallbacks,,db_topology_config,,db routing job,metrics.db.replica_lag;trace.db.route,true,true,false,false,,Medium,Medium,Backend+Ops,R4,S11,
F-115,Performance,backend,Pagination standards across list endpoints,All,P0,NOT_STARTED,S,F-012,List APIs support cursor pagination with stable ordering guarantees,GET list endpoints,pagination_cursors,List virtualization components,,trace.api.pagination;metrics.page_size,true,true,true,true,Demo datasets use bounded cursors,Low,Low,Backend+Frontend,R1,S3,
F-116,Performance,search,Search index refresh jobs,Internal,P2,NOT_STARTED,M,F-033,Index refresh jobs update candidate/job search freshness under SLA,,search_index_state,,search indexer worker,metrics.search.index_lag;trace.search.index,true,true,true,false,,Low,Low,Backend+Ops,R4,S12,
F-117,Data Quality,data,Schema-level validation and enum normalization,Internal,P1,NOT_STARTED,S,F-006,DB constraints and enums enforce valid states consistently,,multiple core tables,,migration verifier job,trace.data.validation,true,true,false,false,,Low,Medium,Backend,R2,S5,
F-118,Data Quality,data,Soft-delete policy standardization,Internal,P1,NOT_STARTED,M,F-117,Soft-delete semantics and query filters are consistent platform-wide,,multiple tables,,cleanup/restore worker,trace.data.soft_delete,true,true,true,false,,Medium,Medium,Backend,R3,S8,
F-119,Data Quality,data,Reference integrity checker jobs,Internal,P2,NOT_STARTED,M,F-117,Nightly jobs detect orphan/malformed references and alert operators,,data_integrity_reports,Ops integrity dashboard,integrity checker worker,metrics.data.integrity;alerts.data,true,true,false,false,,Low,Medium,Backend+Ops,R4,S11,
F-120,Agency Features,agency,Agency client-facing branded portal,Agency,P2,NOT_STARTED,M,F-045,Agency can provide client-specific branded view with isolated data scope,GET /v1/agency/clients/:id/portal,tenant_branding,Branded portal UI,,trace.agency.portal,true,true,true,true,Demo uses 2 theme presets,Medium,Medium,Frontend+Backend,R4,S12,
F-121,Agency Features,agency,Recruiter assignment and ownership rules,Agency,P2,NOT_STARTED,M,F-045,Candidate ownership and reassignment rules enforced with audit,POST /v1/agency/ownership,ownership_rules;audit_events,Ownership management UI,ownership rule worker,trace.agency.ownership;audit.agency,true,true,true,false,,Medium,Medium,Backend+Frontend,R4,S12,
F-122,Agency Features,agency,Client SLA contract tracking,Agency,P2,NOT_STARTED,M,F-075,Agency can track SLA commitments and breach history per client,GET /v1/agency/slas,agency_sla_contracts;sla_breach_events,SLA contract UI,sla breach worker,metrics.agency.sla;trace.agency.sla,true,true,true,false,Demo shows synthetic SLA cards,Low,Low,Backend+Frontend,R4,S12,
F-123,Agency Features,agency,Submission-to-interview conversion analytics,Agency,P2,NOT_STARTED,S,F-046,Agency sees conversion metrics by recruiter/client/role,GET /v1/agency/analytics/conversion,agency_conversion_snapshots,Agency analytics UI,analytics rollup worker,metrics.agency.conversion,true,true,true,true,Demo uses seeded analytics,Low,Low,Backend+Frontend,R4,S12,
F-124,Marketplace,trust,Employer legitimacy verification workflow,Candidate|Internal,P2,NOT_STARTED,L,F-010,Employer verification status and evidence are tracked and surfaced,POST /v1/trust/employer-verification,employer_verifications,Trust badge UI,verification review worker,trace.trust.employer;security.trust,true,true,true,false,Demo displays pre-verified employers only,High,High,Backend+Frontend,R5,S13,
F-125,Marketplace,trust,Candidate identity verification workflow,Candidate|Internal,P2,NOT_STARTED,L,F-006,Candidate identity verification status is managed with policy gates,POST /v1/trust/candidate-verification,candidate_verifications,Verification status UI,verification provider worker,trace.trust.candidate;security.trust,true,true,true,false,Demo simulated verification states only,High,High,Backend+Frontend,R5,S13,
F-126,Marketplace,trust,Scam/fraud reporting center,All,P2,NOT_STARTED,M,F-031,Users can file scam reports with evidence and triage workflow,POST /v1/trust/reports,trust_reports;security_events,Report center UI,trust triage worker,trace.trust.report;metrics.trust.reports,true,true,true,true,Demo reports routed to sandbox queue,Medium,High,Backend+Frontend,R4,S11,
F-127,Marketplace,trust,Abuse pattern detection signals,Internal,P3,NOT_STARTED,L,F-032,System surfaces suspicious behavior patterns for moderation review,,security_events,Moderation queue UI,risk detection worker,metrics.abuse.signals;trace.security.abuse,true,true,true,false,Demo uses synthetic abuse data,Medium,Medium,Backend+Ops,R5,S15,
F-128,Compliance,privacy,DSAR request intake and tracking,All,P2,NOT_STARTED,M,F-044,Users can request data access/export/delete with status tracking,POST /v1/privacy/requests,privacy_requests,Privacy request UI,privacy request worker,trace.privacy.dsar;metrics.privacy.sla,true,true,true,false,,Medium,High,Backend+Frontend,R4,S12,
F-129,Compliance,privacy,Consent receipt ledger,All,P1,NOT_STARTED,S,F-044,Consent events are immutable queryable and tied to policy versions,,consents,Consent history UI,,trace.privacy.consent;audit.consent,true,true,true,false,,Low,High,Backend+Frontend,R3,S8,
F-130,Compliance,privacy,Purpose-based access controls metadata,Internal,P3,NOT_STARTED,L,F-004,Sensitive data access logs include declared purpose and actor,,data_access_logs,Admin access viewer,purpose audit worker,trace.privacy.access_purpose;security.access,true,true,false,false,,Medium,High,Backend,R5,S15,
F-131,Analytics,analytics,Time-to-hire and stage duration analytics,Employer|Agency,P1,NOT_STARTED,S,F-046,Dashboard shows time-to-hire and stage durations by role/team,GET /v1/analytics/time-to-hire,kpi_snapshots,Analytics cards,,metrics.hiring.time_to_hire,true,true,true,true,Demo shows seeded trends,Low,Low,Backend+Frontend,R3,S9,
F-132,Analytics,analytics,Interviewer calibration variance report,Employer|Agency,P3,NOT_STARTED,M,F-015,Reports show variance across interviewer scores with privacy controls,GET /v1/analytics/interviewer-variance,interviewer_variance_reports,Calibration report UI,report generator worker,metrics.interviewer.variance,true,true,true,false,Demo anonymized only,Medium,Medium,Backend+Frontend,R5,S14,
F-133,Analytics,analytics,Quality-of-hire feedback loop scaffolding,Internal,P3,NOT_STARTED,L,F-073,Schema and APIs support post-hire outcome feedback linkage,POST /v1/analytics/quality-feedback,quality_feedback_events,Quality feedback UI,feedback rollup worker,metrics.quality_of_hire;trace.quality.loop,true,true,false,false,,Low,Medium,Backend+Frontend,R5,S15,
F-134,Candidate Experience,candidate,Candidate opportunity tracker board,Candidate,P2,NOT_STARTED,S,F-084,Candidate can track all active opportunities and deadlines in one board,GET /v1/candidate/opportunities,applications,Opportunity tracker UI,,trace.candidate.opportunities,true,true,true,true,Demo enabled with seeded cards,Low,Low,Frontend+Backend,R3,S9,
F-135,Candidate Experience,candidate,Interview availability quick actions,Candidate,P2,NOT_STARTED,S,F-051,Candidate can accept suggested slots quickly from notifications,POST /v1/meetings/:id/quick-accept,meeting_status_events,Quick accept UI from notifications,reminder resync job,trace.meeting.quick_accept,true,true,true,true,Demo quick flow enabled,Low,Low,Backend+Frontend,R3,S9,
F-136,Candidate Experience,candidate,Profile completeness scoring,Candidate,P2,NOT_STARTED,S,F-006,System shows profile completeness and actionable missing fields,GET /v1/candidates/:id/completeness,candidate_profiles,Completeness widget,,trace.candidate.completeness;metrics.profile.complete,true,true,true,true,Demo includes progress milestones,Low,Low,Backend+Frontend,R3,S10,
F-137,Candidate Experience,candidate,Resume/profile import assistant,Candidate,P3,NOT_STARTED,M,F-008,Candidate can import profile fields from resume with user confirmation,POST /v1/candidates/:id/import,resume_import_events,Import wizard UI,import parser worker,trace.candidate.import;metrics.import.accept,true,true,true,true,Demo import uses static samples,Low,Low,Backend+Frontend,R5,S14,
F-138,Jobs,jobs,Job post approval workflow (optional),Employer|Agency,P3,NOT_STARTED,M,F-011,Orgs can require approval before publish with audit events,POST /v1/jobs/:id/approval,job_approvals,Approval workflow UI,approval reminder worker,trace.jobs.approval;audit.jobs,true,true,true,false,,Low,Medium,Backend+Frontend,R5,S14,
F-139,Jobs,jobs,Job duplication and template library,Employer|Agency,P2,NOT_STARTED,S,F-011,Users can duplicate jobs and save reusable templates,POST /v1/jobs/:id/duplicate|POST /v1/jobs/templates,job_templates,Template picker UI,,trace.jobs.template;metrics.template.use,true,true,true,true,Demo includes starter templates,Low,Low,Backend+Frontend,R3,S10,
F-140,Platform,sdk,Typed frontend SDK generation from contracts,Internal,P0,NOT_STARTED,M,F-040,Frontend consumes generated typed SDK; no untyped fetch in feature code,internal build task,sdk_generation_state,SDK package integration,,trace.sdk.generation;metrics.sdk.drift,true,true,true,false,,Low,Medium,Platform,R1,S2,
F-141,Platform,contracts,Schema contract versioning policy,Internal,P1,NOT_STARTED,S,F-140,All API schemas are versioned with backward-compat rules and deprecation windows,internal /contracts/version,contract_versions,Contract docs UI,,trace.contract.version;metrics.contract.breaks,true,true,false,false,,Low,Medium,Platform,R2,S5,
F-142,Platform,api,Standard error model envelope,All,P0,NOT_STARTED,S,F-140,All endpoints return consistent typed error envelope with codes and correlation IDs,ALL endpoints,error_catalog,Error state UI components,,trace.api.errors;metrics.error.rate,true,true,true,true,Demo shows safe human-readable errors,Low,Low,Backend+Frontend,R1,S3,
F-143,Platform,api,Request correlation and id propagation,Internal,P0,NOT_STARTED,S,F-038,Incoming requests get correlation IDs propagated through jobs/external calls,ALL endpoints,request_context,Dev diagnostics panel,context propagation hooks,trace.correlation.chain;log.request_id,true,true,false,false,,Low,Medium,Backend,R1,S2,
F-144,Platform,api,Pagination + sorting contract standardization,All,P0,NOT_STARTED,S,F-115,All list endpoints support standard cursor/sort params and metadata,ALL list endpoints,pagination_state,List table adapters,,trace.api.pagination_std,true,true,true,true,Demo data respects same contract,Low,Low,Backend+Frontend,R1,S3,
F-145,Platform,api,API deprecation headers and notices,Internal,P2,NOT_STARTED,S,F-141,Deprecated routes emit headers and migration docs links,deprecated endpoints,api_deprecations,Admin deprecation dashboard,deprecation notifier worker,trace.api.deprecations,true,true,false,false,,Low,Low,Platform,R3,S9,
F-146,Platform,data,Database migration guardrails and linting,Internal,P0,NOT_STARTED,S,F-049,Migrations pass lint checks (locks indexes rollback notes) before merge,internal migration checker,migration_audit,Ops migration report,migration lint worker,metrics.migration.lint_fail,true,true,false,false,,Low,High,Platform+Ops,R1,S1,
F-147,Platform,data,Expand-contract deployment pattern automation,Internal,P1,NOT_STARTED,M,F-146,Schema changes support zero-downtime expand/contract toggles,internal rollout APIs,schema_rollout_state,Release control UI,schema rollout worker,trace.schema.rollout;metrics.rollout.fail,true,true,false,false,,Low,High,Platform+Ops,R2,S6,
F-148,Platform,cache,Redis key namespace policy and TTL registry,Internal,P1,NOT_STARTED,S,F-038,All redis keys follow namespace standards with documented TTLs,internal cache policy endpoint,cache_policies,Ops cache explorer,cache janitor worker,metrics.cache.hit;metrics.cache.stale,true,true,false,false,,Low,Low,Backend+Ops,R2,S5,
F-149,Platform,search,Full-text index tuning for jobs/candidates,Employer|Candidate,P1,NOT_STARTED,M,F-033,Search indexes tuned for relevance and p95 latency budget,GET /v1/search/diagnostics,search_tuning_runs,Search diagnostics panel,index optimization worker,metrics.search.p95;trace.search.plan,true,true,true,true,Demo uses reduced corpus,Low,Low,Backend+Ops,R3,S10,
F-150,Platform,ops,Operational runbook and incident templates,Internal,P1,NOT_STARTED,S,F-099,Runbooks exist for auth/chat/scheduling/billing incident classes,internal docs index,incident_templates,Ops runbook UI,,metrics.incident.mtta;metrics.incident.mttr,true,true,false,false,,Low,Medium,Ops,R2,S6,
F-151,Auth & Identity,identity,Password reset with secure token lifecycle,Candidate|Employer,P0,NOT_STARTED,S,F-002,Users can request/reset password with single-use expiring token,POST /v1/auth/password-reset/*,password_reset_tokens,Reset password UI,password token cleanup worker,trace.auth.reset;security.auth,true,true,true,true,Demo uses local token simulation,Medium,Medium,Backend+Frontend,R1,S2,
F-152,Auth & Identity,identity,Email verification resend and cooldown,Candidate|Employer,P1,NOT_STARTED,S,F-001,Verification resend obeys cooldown and abuse limits,POST /v1/auth/email/resend,email_verification_events,Verification status UI,,trace.auth.verify_email;metrics.email.resend,true,true,true,true,Demo no real email dispatch,Low,Low,Backend+Frontend,R2,S5,
F-153,Auth & Identity,security,Session revocation (all devices),Candidate|Employer,P1,NOT_STARTED,S,F-002,User can revoke all active sessions and re-auth required,POST /v1/auth/sessions/revoke-all,sessions,Security sessions UI,session revocation worker,trace.auth.revoke;security.session,true,true,true,false,,Medium,Medium,Backend+Frontend,R2,S6,
F-154,Auth & Identity,security,Trusted device management,Candidate|Employer,P2,NOT_STARTED,M,F-005,Users can mark/remove trusted devices with risk-based policies,GET/PATCH /v1/auth/devices,trusted_devices,Device manager UI,,trace.auth.devices;metrics.auth.trusted,true,true,true,false,,Medium,High,Backend+Frontend,R4,S11,
F-155,Tenancy,tenancy,Tenant-aware query helper library,Internal,P0,NOT_STARTED,S,F-003,All repository queries use tenant-safe helpers by default,internal library,n/a,Dev tooling docs,,trace.tenant.query_guard,true,true,false,false,,High,High,Backend,R1,S2,
F-156,Tenancy,tenancy,Cross-tenant access test harness,Internal,P0,NOT_STARTED,M,F-155,Automated tests attempt cross-tenant access on protected resources,internal test harness,n/a,QA dashboard,,metrics.security.tenant_test,true,true,true,false,,High,High,QA+Backend,R1,S3,
F-157,Tenancy,tenancy,Tenant cloning for staging/demo seeds,Internal,P2,NOT_STARTED,M,F-037,Ops can clone sanitized tenant datasets for demos/staging safely,POST /v1/internal/tenants/clone,tenant_clone_jobs,Ops clone UI,tenant clone worker,trace.tenant.clone;security.data_mask,true,true,false,false,,Medium,High,Ops+Backend,R4,S12,
F-158,Candidate Profile,candidate,Portfolio link validation and previews,Candidate,P2,NOT_STARTED,S,F-006,Portfolio URLs validated and preview metadata fetched with safety checks,POST /v1/candidates/:id/portfolio-links,candidate_portfolio_links,Portfolio links UI,preview fetch worker,trace.candidate.portfolio;metrics.preview.fail,true,true,true,true,Demo uses whitelisted preview domains,Low,Low,Backend+Frontend,R3,S9,
F-159,Candidate Profile,candidate,Work preference matrix (remote/hybrid/etc),Candidate,P1,NOT_STARTED,S,F-006,Candidates can set location/compensation/schedule preferences,PATCH /v1/candidates/:id/preferences,candidate_preferences,Preferences UI,,trace.candidate.preferences,true,true,true,true,Demo includes sample preferences,Low,Low,Backend+Frontend,R2,S6,
F-160,Candidate Profile,candidate,Availability badge on profile,Employer|Candidate,P2,NOT_STARTED,S,F-051,Profile surfaces interview/job start availability with freshness date,GET /v1/candidates/:id,candidate_profiles,Profile badge component,availability refresh worker,trace.candidate.availability_badge,true,true,true,true,Demo data auto-refresh simulated,Low,Low,Backend+Frontend,R3,S10,
