feature_id,epic,module,feature_name,stakeholder,priority,status,complexity,dependencies,acceptance_criteria,api_artifacts,db_artifacts,ui_artifacts,worker_artifacts,observability_artifacts,test_unit,test_integration,test_e2e,demo_supported,demo_notes,security_risk,compliance_impact,owner,target_release,sprint,notes
F-161,Jobs,jobs,Compensation range normalization and currency support,Employer|Candidate,P1,NOT_STARTED,M,F-011,Job comp ranges normalized across currencies with display conversion,POST/PATCH /v1/jobs,job_comp_ranges,Compensation input/display UI,currency refresh worker,trace.jobs.compensation;metrics.currency.refresh,true,true,true,true,Demo uses static FX snapshot,Low,Low,Backend+Frontend,R3,S9,
F-162,Jobs,jobs,Job freshness and expiry lifecycle,Employer|Candidate,P1,NOT_STARTED,S,F-011,Jobs auto-expire based on policy and show freshness indicators,GET/PATCH /v1/jobs,job_posts,Job freshness UI,job expiry worker,trace.jobs.expiry;metrics.jobs.expired,true,true,true,true,Demo uses shortened expiry window,Low,Low,Backend+Frontend,R2,S6,
F-163,Jobs,jobs,Duplicate job detection,Employer|Agency,P2,NOT_STARTED,M,F-011,System warns on near-duplicate job drafts to reduce clutter,POST /v1/jobs/duplicate-check,job_duplicate_signals,Duplicate warning UI,dup detection worker,metrics.jobs.duplicates;trace.jobs.dup_check,true,true,true,true,Demo includes duplicate scenario fixtures,Low,Low,Backend+Frontend,R4,S11,
F-164,Applications,applications,Candidate withdrawal workflow,Candidate,P1,NOT_STARTED,S,F-013,Candidate can withdraw application with reason and audit trail,POST /v1/applications/:id/withdraw,application_stage_events;audit_events,Withdraw action UI,notification worker,trace.applications.withdraw;audit.apply,true,true,true,true,Demo supports reversible state via reset,Low,Medium,Backend+Frontend,R2,S7,
F-165,Applications,applications,Reapply eligibility rules,Employer|Candidate,P2,NOT_STARTED,S,F-164,System enforces configurable cooldown before reapply,POST /v1/jobs/:id/apply,application_reapply_rules,Reapply guidance UI,eligibility evaluator worker,trace.applications.reapply;metrics.reapply.block,true,true,true,true,Demo rule set visible in help,Low,Low,Backend+Frontend,R3,S9,
F-166,Applications,pipeline,Bulk stage actions with safeguards,Employer|Agency,P2,NOT_STARTED,M,F-014,Bulk actions require confirmation preview impact and idempotent execution,POST /v1/applications/bulk-stage,bulk_action_jobs,Bulk action panel,bulk stage worker,trace.pipeline.bulk;metrics.bulk.success,true,true,true,true,Demo limited to 20 items per batch,Medium,Medium,Backend+Frontend,R4,S11,
F-167,Applications,pipeline,Pipeline snapshot/version history,Employer|Agency,P2,NOT_STARTED,M,F-014,Users can view historical pipeline snapshots and restore views,GET /v1/pipeline/snapshots,pipeline_snapshots,Snapshot timeline UI,snapshot rollup worker,trace.pipeline.snapshot;metrics.snapshot.size,true,true,true,false,Demo read-only snapshots,Low,Low,Backend+Frontend,R4,S12,
F-168,Messaging,chat,Conversation export for compliance roles,Enterprise,P2,NOT_STARTED,M,F-065,Authorized roles can export conversation transcripts with audit,POST /v1/conversations/:id/export,conversation_exports;audit_events,Export action UI,conversation export worker,trace.chat.export;audit.export,true,true,true,false,Demo exports synthetic text only,Medium,High,Backend+Frontend,R4,S12,
F-169,Messaging,chat,Read receipt privacy controls,Candidate|Employer,P2,NOT_STARTED,S,F-017,Users can disable read receipts per policy/tenant settings,PATCH /v1/chat/privacy,chat_privacy_prefs,Privacy controls UI,,trace.chat.privacy;metrics.read_receipt_optout,true,true,true,true,Demo setting resets each session,Low,Low,Backend+Frontend,R3,S9,
F-170,Messaging,chat,Message retention by tenant policy,Enterprise,P2,NOT_STARTED,M,F-096,Message retention periods enforce archive/purge policies safely,,message_retention_rules,Retention policy UI,retention executor worker,trace.chat.retention;metrics.retention.deleted,true,true,true,false,,Medium,High,Backend+Ops,R4,S12,
F-171,Scheduling,scheduling,Round-robin interviewer slot assignment,Employer|Agency,P2,NOT_STARTED,M,F-082,System can assign interview slots via round-robin policy with overrides,POST /v1/scheduling/round-robin,interviewer_assignment_rules,Round-robin settings UI,slot assignment worker,trace.scheduling.round_robin;metrics.assignment.balance,true,true,true,false,Demo uses 3 interviewer pool,Low,Low,Backend+Frontend,R4,S11,
F-172,Scheduling,scheduling,Buffer time rules between meetings,Employer|Candidate,P1,NOT_STARTED,S,F-051,Meeting scheduling respects pre/post buffer constraints,POST/PATCH /v1/availability,buffer_time_rules,Buffer settings UI,,trace.scheduling.buffers;metrics.buffer_violations,true,true,true,true,Demo default 10-min buffers,Low,Low,Backend+Frontend,R2,S7,
F-173,Scheduling,scheduling,Timezone conflict warnings,Candidate|Employer,P1,NOT_STARTED,S,F-051,UI warns when proposed times are outside recipient working hours,,meeting_requests,Timezone warning UI,,trace.scheduling.timezone_warn;metrics.timezone_warn,true,true,true,true,Demo shows sample cross-timezone case,Low,Low,Frontend+Backend,R2,S7,
F-174,Scheduling,reminders,Reminder acknowledgment tracking,All,P2,NOT_STARTED,S,F-023,System tracks if reminders were viewed/acknowledged and escalates accordingly,POST /v1/reminders/:id/ack,reminder_delivery_events,Reminder center UI,escalation worker,metrics.reminder.ack_rate;trace.reminder.ack,true,true,true,true,Demo uses accelerated reminders,Low,Low,Backend+Frontend,R3,S10,
F-175,Scheduling,reminders,No-show auto-resolution workflow,Employer|Candidate,P2,NOT_STARTED,M,F-053,Missed meetings trigger no-show flow with reschedule suggestion and logs,POST /v1/meetings/:id/no-show,meeting_status_events;audit_events,No-show resolution UI,no-show resolver worker,trace.meeting.no_show;metrics.no_show.rate,true,true,true,true,Demo includes simulated missed call,Low,Low,Backend+Frontend,R3,S10,
F-176,Interview,interview,In-call network quality indicator,Employer|Candidate,P2,NOT_STARTED,S,F-025,UI displays network quality state from session telemetry,,video_session_events,In-call quality indicator,,trace.interview.quality_ui;metrics.call_quality,true,true,true,true,Demo uses synthetic quality changes,Low,Low,Frontend+Backend,R3,S9,
F-177,Interview,interview,Auto-rejoin and reconnect flow,Candidate|Employer,P2,NOT_STARTED,M,F-024,Transient disconnect triggers reconnect attempts with user feedback,POST /v1/interviews/sessions/:id/reconnect,video_session_events,Reconnect UI state,reconnect monitor worker,trace.interview.reconnect;metrics.reconnect.success,true,true,true,true,Demo includes forced disconnect test,Low,Low,Backend+Frontend,R3,S10,
F-178,Interview,interview,Device switch mid-call support,Candidate|Employer,P3,NOT_STARTED,M,F-177,Participants can switch camera/mic device during session reliably,,video_session_events,Device switch UI,,trace.interview.device_switch;metrics.device_switch_fail,true,true,true,true,Demo supports mocked devices,Low,Low,Frontend,R5,S14,
F-179,Interview,evaluation,Interview notes private/public sections,Interviewer,P2,NOT_STARTED,S,F-015,Notes support private interviewer section and shared summary section,POST/PATCH /v1/interviews/sessions/:id/notes,interviewer_notes,Notes editor UI,,trace.interview.notes,true,true,true,true,Demo includes canned notes,Low,Medium,Backend+Frontend,R3,S10,
F-180,Interview,evaluation,Decision recommendation assistant scaffolding,Interviewer|Employer,P3,NOT_STARTED,M,F-073,System scaffolds recommendation checklist without auto-deciding outcomes,GET /v1/decisions/checklist,decision_checklists,Recommendation checklist UI,,trace.decision.checklist;metrics.checklist.complete,true,true,true,false,Demo uses static recommendation logic,Low,Medium,Frontend+Backend,R5,S15,
F-181,Billing,billing,Seat-based billing support,Agency|Enterprise,P2,NOT_STARTED,M,F-028,Billing supports seat counts with proration and entitlement gating,POST/PATCH /v1/billing/seats,billing_seats,Seat management UI,seat sync worker,trace.billing.seats;metrics.seat_count,true,true,true,false,Demo shows simulated seat updates,Medium,High,Backend+Frontend,R4,S12,
F-182,Billing,billing,Annual/monthly plan switching,Employer|Agency,P2,NOT_STARTED,S,F-027,Users can switch billing interval with correct effective dates,PATCH /v1/billing/subscriptions/:id,subscriptions,Billing interval UI,billing scheduler worker,trace.billing.interval;metrics.interval_switch,true,true,true,false,Demo preview only,Medium,Medium,Backend+Frontend,R4,S11,
F-183,Billing,billing,Invoice tax metadata support,Employer|Agency,P3,NOT_STARTED,M,F-090,Invoice records include tax metadata fields and rendering hooks,GET /v1/billing/invoices,invoices;invoice_tax_lines,Invoice details UI,tax metadata sync worker,trace.billing.tax;metrics.tax.missing,true,true,true,false,Demo includes synthetic tax lines,Low,High,Backend+Frontend,R5,S14,
F-184,Billing,billing,Billing role permissions and approvals,Agency|Enterprise,P2,NOT_STARTED,M,F-004,Billing changes can require approval by finance role policy,POST /v1/billing/approvals,billing_approvals,Billing approval UI,approval workflow worker,trace.billing.approval;audit.billing,true,true,true,false,,Medium,High,Backend+Frontend,R4,S12,
F-185,Notifications,notifications,In-app toasts + center dedupe logic,All,P1,NOT_STARTED,S,F-042,Duplicate events deduped across toast and notification center,,notification_events,Toast system + center,,trace.notifications.dedupe;metrics.notifications.dup,true,true,true,true,Demo includes burst event simulation,Low,Low,Frontend+Backend,R2,S6,
F-186,Notifications,notifications,Notification channel fallback rules,All,P2,NOT_STARTED,M,F-043,If primary channel fails fallback channel policy triggers safely,,notification_fallback_rules,Notification policy UI,fallback dispatcher worker,metrics.notifications.fallback;trace.notifications.route,true,true,true,false,Demo fallback to in-app only,Low,Low,Backend+Frontend,R4,S11,
F-187,Notifications,notifications,User do-not-disturb windows,All,P2,NOT_STARTED,S,F-055,DND windows suppress non-critical notifications with overrides,PATCH /v1/notifications/dnd,notification_dnd_rules,DND settings UI,,trace.notifications.dnd;metrics.dnd.suppressed,true,true,true,true,Demo stores per session,Low,Low,Backend+Frontend,R3,S9,
F-188,Analytics,analytics,Recruiter productivity dashboard,Agency|Employer,P2,NOT_STARTED,M,F-046,Dashboard shows outreach volume response rate stage throughput,GET /v1/analytics/recruiter-productivity,recruiter_productivity_snapshots,Recruiter KPI dashboard,analytics rollup worker,metrics.recruiter.productivity;trace.analytics,true,true,true,true,Demo seeded KPI set,Low,Low,Backend+Frontend,R4,S11,
F-189,Analytics,analytics,Meeting conversion funnel metrics,Employer|Agency,P2,NOT_STARTED,S,F-019,Tracks request->accept->completed->decision conversion rates,GET /v1/analytics/meeting-funnel,meeting_funnel_snapshots,Funnel chart UI,rollup worker,metrics.meeting.funnel;trace.analytics,true,true,true,true,Demo uses accelerated sample data,Low,Low,Backend+Frontend,R3,S10,
F-190,Analytics,analytics,Demo-to-signup conversion tracking,Internal,P1,NOT_STARTED,S,F-036,Tracks demo entry tour completion CTA clicks and signup starts,GET /v1/analytics/demo-conversion,demo_conversion_events,Demo analytics panel,analytics rollup worker,metrics.demo.conversion;trace.demo.events,true,true,true,true,Core for portfolio conversion proof,Low,Low,Backend+Frontend,R2,S6,
F-191,Agency Features,agency,Client approval gates on candidate submissions,Agency,P2,NOT_STARTED,M,F-045,Agency submissions can require client approval before interview request,POST /v1/agency/submissions/:id/approve,agency_submission_approvals,Submission approval UI,approval reminder worker,trace.agency.submission_approval,true,true,true,false,Demo approval flow seeded,Low,Medium,Backend+Frontend,R4,S12,
F-192,Agency Features,agency,Agency recruiter leaderboard,Agency,P3,NOT_STARTED,S,F-188,Leaderboard ranks recruiters by configurable KPIs and period,GET /v1/agency/leaderboard,agency_leaderboards,Leaderboard UI,leaderboard rollup worker,metrics.agency.leaderboard;trace.analytics,true,true,true,true,Demo shows anonymized names,Low,Low,Backend+Frontend,R5,S14,
F-193,Agency Features,agency,Agency SLA penalty simulation model,Agency,P3,NOT_STARTED,M,F-122,Simulates SLA miss impact for planning and staffing scenarios,POST /v1/agency/sla/simulate,agency_sla_simulations,SLA simulator UI,simulation worker,metrics.agency.sla_sim;trace.agency.sim,true,true,true,false,Demo uses synthetic coefficients,Low,Low,Backend+Frontend,R5,S15,
F-194,Trust & Safety,trust,Content moderation queue for reports,Internal,P2,NOT_STARTED,M,F-126,Reported entities/messages enter triage queue with status lifecycle,GET/POST /v1/trust/moderation-queue,moderation_cases,Moderation console,moderation triage worker,trace.trust.moderation;metrics.moderation.backlog,true,true,true,false,Demo has sandbox moderation queue,Medium,Medium,Backend+Frontend,R4,S11,
F-195,Trust & Safety,trust,Automated suspicious link detection in chat,All,P3,NOT_STARTED,M,F-017,Potentially malicious links flagged with warning UX and policy action,,security_events;messages,Link warning UI,link classifier worker,metrics.trust.link_flags;trace.trust.link,true,true,true,true,Demo classifier runs local rules only,Medium,Medium,Backend+Frontend,R5,S14,
F-196,Trust & Safety,trust,Block/report user controls,All,P2,NOT_STARTED,S,F-126,Users can block/report another user with evidence capture and policy outcomes,POST /v1/trust/block|POST /v1/trust/report,user_blocks;trust_reports,Block/report UI,trust review worker,trace.trust.user_action;metrics.block.rate,true,true,true,true,Demo actions reset each session,Low,Medium,Backend+Frontend,R4,S11,
F-197,Compliance,privacy,Policy version changelog and acceptance records,All,P2,NOT_STARTED,S,F-129,Users can view policy changes and acceptance timestamps,GET /v1/policies,policy_versions;consents,Policy center UI,,trace.policy.acceptance;audit.policy,true,true,true,false,,Low,High,Backend+Frontend,R4,S11,
F-198,Compliance,privacy,Regional data residency routing hooks,Enterprise,P3,NOT_STARTED,L,F-003,Data residency strategy hooks prepared for region-based routing,,data_residency_policies,Admin residency UI,residency routing worker,trace.residency.route;metrics.residency,true,true,false,false,,Medium,High,Backend+Ops,R5,S15,
F-199,Compliance,privacy,Sensitive field encryption-at-rest mapping,Internal,P1,NOT_STARTED,M,F-117,Defined encrypted columns and key rotation procedures with audits,,encryption_key_versions,Security config UI,key rotation worker,trace.security.encryption;metrics.key_rotation,true,true,false,false,,Medium,High,Backend+Ops,R3,S9,
F-200,Security & Reliability,security,CSRF/XSS hardening checklist enforcement,Internal,P0,NOT_STARTED,S,F-040,Security checks enforced in CI with failing gates on regressions,internal security scan endpoint,security_scan_results,Security report UI,security scanner worker,metrics.security.scan_fail;trace.security.scan,true,true,true,false,,High,High,Security+Platform,R1,S2,
F-201,Security & Reliability,security,Secrets management and rotation workflow,Internal,P1,NOT_STARTED,M,F-200,Secrets are rotated with audit logs and zero-downtime rollout support,internal /ops/secrets,secret_rotation_events,Ops secrets dashboard,secret rotation worker,trace.secrets.rotate;metrics.secrets.age,true,true,false,false,,High,High,Ops,R2,S6,
F-202,Security & Reliability,security,PII redaction in logs/traces,Internal,P0,NOT_STARTED,S,F-038,Sensitive fields are redacted by policy before storage/export,,redaction_policies,Ops redaction policy UI,redaction verification worker,metrics.redaction.violations;trace.redaction,true,true,false,false,,High,High,Backend+Ops,R1,S2,
F-203,Security & Reliability,reliability,Queue backpressure and circuit breaker policies,Internal,P1,NOT_STARTED,M,F-050,High-load conditions trigger graceful throttling and queue protection,,queue_health_snapshots,Ops queue status UI,circuit breaker worker,metrics.queue.backpressure;alerts.queue,true,true,true,false,,Medium,Medium,Backend+Ops,R2,S7,
F-204,Security & Reliability,reliability,Graceful degradation modes for external provider outages,Internal,P1,NOT_STARTED,M,F-105,Platform enters degraded mode with clear UX and fallback behavior,,degraded_mode_events,Degraded mode banners,degradation policy worker,metrics.degraded_mode;trace.degraded_mode,true,true,true,true,Demo can force degraded mode toggle,Low,Medium,Backend+Frontend,R2,S7,
F-205,Security & Reliability,reliability,Disaster recovery backup restore drill automation,Internal,P2,NOT_STARTED,L,F-150,Automated restore drills run and verify RPO/RTO objectives,internal /ops/drills,dr_rehearsal_runs,Ops DR dashboard,restore drill worker,metrics.dr.rpo;metrics.dr.rto,true,true,false,false,,Medium,High,Ops,R4,S12,
F-206,UX & Accessibility,ui,Theme tokens and semantic color mapping completeness,All,P0,NOT_STARTED,S,F-041,All UI components consume design tokens with no raw color leakage,,theme_token_audit,Theme inspector panel,token audit worker,metrics.ui.token_coverage;trace.ui.theme,true,true,true,true,Demo includes theme switch preview,Low,Low,Frontend,R1,S2,
F-207,UX & Accessibility,ui,High-contrast mode and accessibility palette,All,P1,NOT_STARTED,S,F-206,Users can enable high-contrast mode with AA/AAA checks on critical surfaces,,theme_preferences,Accessibility theme toggle,,metrics.a11y.contrast_fail;trace.ui.contrast,true,true,true,true,Demo includes accessibility toggle,Low,Medium,Frontend,R2,S5,
F-208,UX & Accessibility,ui,System typography scale and responsive type tokens,All,P1,NOT_STARTED,S,F-206,Type scale tokens ensure readable hierarchy across breakpoints,,typography_tokens,Typography guide UI,,metrics.ui.typography_violations,true,true,true,true,Demo typography stress-test page,Low,Low,Frontend,R2,S5,
F-209,UX & Accessibility,ui,Data table usability patterns (sort/filter/virtual),Employer|Agency,P1,NOT_STARTED,M,F-074,Large tables support virtualization sticky headers keyboard nav and state persistence,,table_state_snapshots,Table framework components,,metrics.table.render_ms;trace.ui.table,true,true,true,true,Demo includes 10k-row synthetic dataset,Low,Low,Frontend+Backend,R3,S9,
F-210,UX & Accessibility,ui,Empty/loading/error state design consistency,All,P0,NOT_STARTED,S,F-142,Every page state uses standardized components and copy patterns,,ui_state_catalog,State components library,,metrics.ui.state_coverage;trace.ui.states,true,true,true,true,Demo showcases state gallery,Low,Low,Frontend,R1,S3,
F-211,Performance,frontend,Web Vitals collection and budget enforcement,Internal,P1,NOT_STARTED,S,F-113,Core Web Vitals tracked and build warns/fails on budget regressions,,web_vitals_events,Perf insights panel,web vitals rollup worker,metrics.web.vitals.*;alerts.web_vitals,true,true,true,true,Demo tracked separately by sandbox tag,Low,Low,Frontend+Ops,R2,S6,
F-212,Performance,frontend,Image optimization pipeline and placeholders,All,P1,NOT_STARTED,S,F-113,Images are optimized with responsive sizes and LQIP placeholders,,image_assets,Image component standards,image optimization worker,metrics.image.bytes;trace.ui.image,true,true,true,true,Demo uses bundled optimized assets,Low,Low,Frontend+Ops,R2,S6,
F-213,Performance,backend,API response caching for read-heavy endpoints,All,P1,NOT_STARTED,M,F-148,Safe cache strategy with invalidation events for read-heavy resources,GET /v1/jobs|/v1/candidates,cache_invalidation_events,,cache invalidation worker,metrics.cache.hit_ratio;trace.cache.invalidation,true,true,true,true,Demo caches with short TTL,Low,Low,Backend,R2,S7,
F-214,Performance,backend,N+1 query detection and regression alarms,Internal,P1,NOT_STARTED,S,F-143,Query profiler flags N+1 patterns with CI/ops alerts,,query_profile_events,Ops query profiler UI,query analyzer worker,metrics.db.nplus1;alerts.db.query,true,true,false,false,,Low,Medium,Backend+Ops,R3,S9,
F-215,Performance,backend,Cold-start and startup health optimization,Internal,P2,NOT_STARTED,S,F-099,Service startup path optimized with readiness gating and dependency checks,,startup_health_events,Ops startup dashboard,startup probe worker,metrics.startup.time;trace.startup,true,true,false,false,,Low,Low,Backend+Ops,R4,S11,
F-216,Developer Experience,platform,Local dev one-command bootstrap,Internal,P1,NOT_STARTED,S,F-040,Developers can run full stack locally with one command and seeded data,internal scripts,dev_env_state,Dev onboarding page,seed bootstrap worker,metrics.dev.bootstrap_time,true,true,false,false,,Low,Low,Platform,R2,S5,
F-217,Developer Experience,platform,Contract test suite between FE SDK and API,Internal,P1,NOT_STARTED,M,F-140,SDK contract tests catch drift before merge,internal CI contract endpoint,contract_test_runs,Contract test report,,metrics.contract.fail;trace.contract.test,true,true,false,false,,Low,Medium,Platform,R2,S6,
F-218,Developer Experience,platform,Story-driven component catalog,Internal,P2,NOT_STARTED,M,F-206,Component catalog documents states/interactions/accessibility checks,internal component catalog,component_catalog_entries,Component catalog UI,,metrics.ui.catalog.coverage,true,true,false,false,,Low,Low,Frontend,R3,S9,
F-219,Developer Experience,platform,Code ownership and review routing rules,Internal,P1,NOT_STARTED,S,F-040,Paths map to owners and required reviewers with CI enforcement,internal /ops/codeowners,codeowner_rules,PR ownership dashboard,review router worker,metrics.review.routing;trace.review,true,true,false,false,,Low,Low,Platform,R2,S6,
F-220,Developer Experience,platform,Release notes automation from feature IDs,Internal,P2,NOT_STARTED,S,F-001,Release notes generated automatically from merged feature IDs and statuses,internal /ops/releases,release_notes,Release notes UI,release notes generator,metrics.release.note_coverage;trace.release.notes,true,true,false,false,,Low,Low,Platform,R3,S9,
F-221,Demo Platform,demo,Interactive "Employer Day in the Life" scenario,Visitor,P2,NOT_STARTED,M,F-101,Guided scenario walks employer through search->chat->schedule->interview->decision,GET /v1/demo/scenarios/employer,demo_scenario_runs,Scenario flow UI,scenario state worker,metrics.demo.scenario_complete;trace.demo.scenario,true,true,true,true,Core portfolio demo path,Low,Low,Frontend+Backend,R3,S8,
F-222,Demo Platform,demo,Interactive "Candidate Day in the Life" scenario,Visitor,P2,NOT_STARTED,M,F-101,Guided scenario walks candidate through profile->apply->chat->meeting->status,GET /v1/demo/scenarios/candidate,demo_scenario_runs,Scenario flow UI,scenario state worker,metrics.demo.scenario_complete;trace.demo.scenario,true,true,true,true,Core portfolio demo path,Low,Low,Frontend+Backend,R3,S8,
F-223,Demo Platform,demo,Interactive "Agency Ops" scenario,Visitor,P2,NOT_STARTED,M,F-101,Guided scenario for multi-client agency workflows and SLA dashboard,GET /v1/demo/scenarios/agency,demo_scenario_runs,Scenario flow UI,scenario state worker,metrics.demo.scenario_complete;trace.demo.scenario,true,true,true,true,Agency showcase path,Low,Low,Frontend+Backend,R4,S11,
F-224,Demo Platform,demo,Demo CTA handoff to signup with context carryover,Visitor,P1,NOT_STARTED,S,F-190,User can convert from demo to signup with preserved selected role/context,POST /v1/demo/convert,demo_conversion_events,Signup CTA surfaces,,metrics.demo.to_signup;trace.demo.convert,true,true,true,true,No personal data leaked across tenants,Medium,Low,Frontend+Backend,R2,S6,
F-225,Demo Platform,demo,Demo session TTL and automatic cleanup,Internal,P0,NOT_STARTED,S,F-036,Demo sessions expire and purge transient writes deterministically,,demo_sessions;demo_resets,,demo cleanup worker,metrics.demo.cleanup;trace.demo.ttl,true,true,true,true,Mandatory sandbox hygiene,Low,Low,Backend,R1,S3,
F-226,Command Center,shortcuts,Universal quick actions (new message/meeting/job),All,P1,NOT_STARTED,S,F-108,Command palette supports creation shortcuts with permission checks,POST /v1/commands/execute,command_execution_events,Quick action palette,,trace.commands.quick_action;metrics.commands.create,true,true,true,true,Demo actions map to sandbox entities,Low,Low,Frontend+Backend,R2,S7,
F-227,Command Center,shortcuts,Recent actions and pinned commands,All,P2,NOT_STARTED,S,F-226,Users can pin frequent commands and view recent command history,GET/PATCH /v1/commands/preferences,command_pins;command_history,Command preferences UI,,metrics.commands.pin_rate;trace.commands.history,true,true,true,true,Demo history in-session only,Low,Low,Frontend+Backend,R3,S9,
F-228,Command Center,shortcuts,Role-aware command suggestions,All,P2,NOT_STARTED,M,F-108,Suggestions adapt to role page context and recent usage patterns,GET /v1/commands/suggestions,command_suggestion_events,Suggested commands UI,suggestion model worker,metrics.commands.suggestion_ctr;trace.commands.suggest,true,true,true,true,Demo uses rule-based suggestions,Low,Low,Backend+Frontend,R4,S11,
F-229,Reporting,analytics,CSV export for key dashboards,Employer|Agency,P2,NOT_STARTED,S,F-046,Users can export selected dashboard datasets with scope controls,POST /v1/reports/export,csv_exports,Export controls UI,csv export worker,trace.reports.csv;metrics.reports.export,true,true,true,true,Demo exports synthetic data only,Low,Medium,Backend+Frontend,R3,S10,
F-230,Reporting,analytics,Scheduled report delivery (in-app/email),Employer|Agency,P3,NOT_STARTED,M,F-229,Users can schedule recurring reports with delivery settings,POST /v1/reports/schedules,report_schedules,Report schedules UI,report schedule worker,metrics.reports.scheduled;trace.reports.schedule,true,true,true,false,Demo in-app only delivery,Low,Low,Backend+Frontend,R5,S14,
F-231,Enterprise,compliance,SSO/SAML readiness scaffolding,Enterprise,P3,NOT_STARTED,L,F-003,Architecture supports enterprise SSO integration boundaries and mapping,POST /v1/enterprise/sso/config,sso_configs,SSO settings UI,sso sync worker,trace.enterprise.sso;security.sso,true,true,true,false,,High,High,Backend+Frontend,R5,S15,
F-232,Enterprise,security,SCIM provisioning readiness scaffolding,Enterprise,P3,NOT_STARTED,L,F-231,SCIM-compatible user/group provisioning boundaries and audit hooks,POST /v1/enterprise/scim/config,scim_configs;audit_events,Provisioning settings UI,scim sync worker,trace.enterprise.scim;audit.enterprise,true,true,false,false,,High,High,Backend,R5,S15,
F-233,Enterprise,compliance,Advanced audit filters and saved views,Enterprise,P2,NOT_STARTED,S,F-031,Audit console supports filters by actor/action/resource/date and saved views,GET /v1/audit/events,audit_saved_views,Audit filters UI,,trace.audit.query;metrics.audit.query_p95,true,true,true,false,Demo audit data limited and synthetic,Low,High,Backend+Frontend,R4,S12,
F-234,Enterprise,privacy,Role-based data masking in UI,Enterprise,P2,NOT_STARTED,M,F-004,Sensitive fields are masked/unmasked by role and purpose policy,,masking_policies,Masked field components,,trace.privacy.masking;security.masking,true,true,true,false,,Medium,High,Backend+Frontend,R4,S12,
F-235,Globalization,localization,Internationalization framework scaffolding,All,P2,NOT_STARTED,M,F-208,UI text/content supports i18n keys and locale bundles,,i18n_bundles,Locale switch scaffolding,locale sync worker,metrics.i18n.coverage;trace.i18n,true,true,true,true,Demo includes en baseline + placeholder locale,Low,Low,Frontend,R4,S11,
F-236,Globalization,localization,Localized timezone workweek rules,All,P3,NOT_STARTED,M,F-112,Scheduling rules support locale-specific weekends/workweeks,GET /v1/localization/workweek,workweek_rules,Regional scheduling hints UI,,trace.localization.workweek,true,true,true,false,Demo uses two region presets,Low,Low,Backend+Frontend,R5,S14,
F-237,Reliability,reliability,Canary release controls and rollback triggers,Internal,P1,NOT_STARTED,M,F-147,Canary deploy supports traffic ramp and automatic rollback on SLO breach,internal /ops/canary,canary_release_runs,Ops canary panel,canary controller worker,metrics.canary.rollback;trace.release.canary,true,true,false,false,,Medium,Medium,Ops+Platform,R3,S10,
F-238,Reliability,reliability,Chaos test scenarios for critical workflows,Internal,P2,NOT_STARTED,M,F-203,Chaos tests validate resilience for chat/scheduling/billing under failures,internal /ops/chaos,chaos_test_runs,Chaos test dashboard,chaos runner worker,metrics.chaos.pass_rate;trace.chaos,true,true,false,false,,Medium,Medium,Ops+QA,R4,S12,
F-239,Reliability,reliability,Recovery verification for idempotent operations,Internal,P1,NOT_STARTED,S,F-030,Recovery scripts verify idempotent replay safety after outages,internal /ops/recovery-check,recovery_check_runs,Recovery verification UI,recovery verifier worker,metrics.recovery.idempotency;trace.recovery,true,true,false,false,,Medium,High,Backend+Ops,R3,S10,
F-240,Launch Readiness,program,Production launch checklist and go-live gates,Internal,P0,NOT_STARTED,M,F-040|F-099|F-237,Go-live blocked unless security/perf/reliability/compliance gates are green,internal /ops/go-live,launch_gate_runs,Launch readiness dashboard,go-live validator worker,metrics.launch.gates;trace.launch,true,true,true,false,,High,High,Program+Ops,R5,S15,Master launch control feature
